CustomerID ,Max Order Date,Count Order ID,AVG sales,Recency,Frequency,Monetary
RA-19915,43452,22,217.8883182,8,9,6
RA-19945,43403,9,187.4358333,5,2,5
RB-19330,43396,6,168.0326667,5,1,4
RB-19360,43368,18,839.8521667,4,8,9
RB-19435,43423,13,143.3966154,6,5,3
RB-19465,43455,23,205.0202609,9,9,5
RB-19570,43439,9,58.72733333,8,2,0
RB-19645,42816,7,31.58342857,0,1,0
RB-19705,43410,7,295.35,5,1,7
RB-19795,43432,18,312.962,7,8,7
RC-19825,43095,10,96.6409,1,3,1
RC-19960,43354,8,81.5805,3,2,1
RD-19480,43392,15,284.862,5,6,7
RD-19585,43284,18,157.3835556,2,8,4
RD-19660,43350,4,686.473,3,0,9
RD-19720,43443,20,70.98685,8,8,1
RD-19810,43450,16,71.101,8,7,1
RD-19900,43350,21,149.2344762,3,8,3
RD-19930,43422,10,97.0942,6,3,1
RE-19405,42367,1,48.36,0,0,0
RE-19450,43162,6,111.0866667,1,1,2
RF-19345,43074,16,206.821875,1,7,5
RF-19735,43375,14,167.2354286,4,6,4
RF-19840,43458,10,93.8862,9,3,1
RH-19495,43432,8,452.672,7,2,9
RH-19510,42997,12,581.5983333,0,5,9
RH-19555,42945,3,246.794,0,0,6
RH-19600,42930,11,189.6127273,0,4,5
RK-19300,43345,8,182.524,3,2,4
RL-19615,43343,24,259.7879167,3,9,7
RM-19375,43119,9,161.4971111,1,2,4
RM-19675,43458,11,543.5541818,9,4,9
RM-19750,43165,2,49.175,1,0,0
RO-19780,43429,12,317.9565,7,5,8
RP-19270,42968,12,79.55376667,0,5,1
RP-19390,43431,25,206.12336,7,9,5
RP-19855,43436,14,146.8111429,7,6,3
RR-19315,43445,4,153.983,8,0,3
RR-19525,43294,10,330.2262,2,3,8
RS-19420,43388,9,357.9211111,4,2,8
RS-19765,43428,14,297.1264286,7,6,7
RS-19870,43445,3,7.442666667,8,0,0
RW-19540,43344,23,321.6261304,3,9,8
RW-19630,43375,16,204.984125,4,7,5
RW-19690,43385,15,233.0430667,4,6,6
SA-20830,43401,21,227.0162619,5,8,6
SB-20170,43263,7,192.5742857,2,1,5
SB-20185,43276,12,534.2496667,2,5,9
SB-20290,43417,17,473.9935882,6,7,9
SC-20020,42684,17,197.8213882,0,7,5
SC-20050,43424,15,308.3048,6,6,7
SC-20095,43115,22,642.8333636,1,9,9
SC-20230,43315,11,397.4507273,3,4,8
SC-20260,43277,18,207.2107222,2,8,5
SC-20305,43435,10,365.0473,7,3,8
SC-20380,43434,20,299.6268,7,8,7
SC-20440,43428,10,187.4998,7,3,5
SC-20575,43372,6,133.2996667,4,1,3
SC-20680,43338,8,156.83,3,2,4
SC-20695,43375,14,184.0291429,4,6,4
SC-20725,43277,26,201.0080769,2,9,5
SC-20770,43423,21,213.9360476,6,8,5
SC-20800,43434,5,55.8512,7,0,0
SC-20845,43050,1,14.112,0,0,0
SD-20485,43264,21,291.481619,2,8,7
SE-20110,43455,19,642.602,9,8,9
SF-20065,43405,9,84.83844444,5,2,1
SF-20200,43405,15,228.1857333,5,6,6
SF-20965,43416,17,196.2667647,6,7,5
SG-20080,43456,11,309.6891818,9,4,7
SG-20470,43281,14,134.6284286,2,6,3
SG-20605,43356,12,259.9076667,3,5,7
SG-20890,43238,5,9.5892,2,0,0
SH-19975,43435,24,102.7358125,7,9,2
SH-20395,43441,15,145.3812,8,6,3
SH-20635,42700,2,1048.196,0,0,9
SJ-20125,43369,24,164.569,4,9,4
SJ-20215,43435,10,134.1036,7,3,3
SJ-20500,43211,7,188.3965714,1,1,5
SK-19990,43456,5,176.6818,9,0,4
SL-20155,43394,8,380.8165,5,2,8
SM-20005,43043,6,40.749,0,1,0
SM-20320,43385,15,1669.536667,4,6,9
SM-20905,42858,6,173.8401667,0,1,4
SM-20950,43439,20,223.2431,8,8,6
SN-20560,43353,15,124.0278667,3,6,2
SN-20710,43385,19,164.6294316,4,8,4
SO-20335,43435,15,173.5050333,7,6,4
SP-20545,43137,10,130.6086,1,3,3
SP-20620,43417,24,226.6799583,6,9,6
SP-20650,43078,15,124.8290667,1,6,2
SP-20860,43385,24,178.4558333,4,9,4
SP-20920,43394,14,285.0492143,5,6,7
SR-20425,43456,9,359.2756667,9,2,8
SR-20740,43268,12,362.1571667,2,5,8
SS-20140,43449,21,63.04895238,8,8,0
SS-20410,43354,12,254.7339167,3,5,6
SS-20515,42973,6,102.2333333,0,1,2
SS-20590,43032,9,46.49888889,0,2,0
SS-20875,43344,15,64.30906667,3,6,0
ST-20530,43339,12,36.11166667,3,5,0
SU-20665,43444,18,144.1868889,8,8,3
SV-20365,43363,32,358.4671875,4,9,8
SV-20785,43144,25,164.2122,1,9,4
SV-20815,43388,6,211.8483333,4,1,5
SV-20935,43462,13,146.4223846,9,5,3
SW-20245,43383,10,108.5078,4,3,2
SW-20275,43434,7,280.95,7,1,7
SW-20350,43302,6,169.8406667,2,1,4
SW-20455,43302,8,354.4455,2,2,8
SW-20755,42930,8,94.837,0,2,1
SZ-20035,43429,20,181.26645,7,8,4
TA-21385,43395,10,1459.562,5,3,9
TB-21055,43345,17,85.37417647,3,7,1
TB-21175,43406,11,326.2996364,5,4,8
TB-21190,43415,4,204.0435,6,0,5
TB-21250,43115,19,84.33557895,1,8,1
TB-21280,42881,11,199.8590909,0,4,5
TB-21355,43318,13,64.17907692,3,5,0
TB-21400,43262,16,569.296375,2,7,9
TB-21520,43357,20,236.8743,3,8,6
TB-21595,43179,5,248.1742,1,0,6
TB-21625,43434,15,186.5112,7,6,5
TC-20980,43065,12,1587.684833,1,5,9
TC-21145,43358,4,259.565,3,0,7
TC-21295,43437,16,266.67575,7,7,7
TC-21475,43311,11,113.1796364,2,4,2
TC-21535,43460,10,74.2558,9,3,1
TD-20995,43427,16,89.65925,6,7,1
TG-21310,43127,9,339.8191111,1,2,8
TG-21640,43350,10,207.4661,3,3,5
TH-21100,43120,7,346.1177143,1,1,8
TH-21115,43406,9,326.9746667,5,2,8
TH-21235,43347,13,78.63084615,3,5,1
TH-21550,43392,13,325.6996923,5,5,8
TM-21010,43361,15,187.9350667,4,6,5
TM-21490,43334,4,273.6695,3,0,7
TN-21040,43374,12,260.85175,4,5,7
TP-21130,43456,16,278.3785,9,7,7
TP-21415,43360,10,532.90048,3,3,9
TP-21565,43114,10,193.664,1,3,5
TR-21325,43271,7,96.56314286,2,1,1
TS-21085,43107,2,2.4165,1,0,0
TS-21160,42960,17,127.272,0,7,2
TS-21205,43266,19,282.6889474,2,8,7
TS-21340,43238,12,81.23183333,2,5,1
TS-21370,43428,15,792.7834,7,6,9
TS-21430,43292,7,293.4485714,2,1,7
TS-21505,43453,14,160.2338571,9,6,4
TS-21610,43409,11,256.4021818,5,4,6
TS-21655,43226,14,240.5781429,1,6,6
TT-21070,43433,14,351.1144286,7,6,8
TT-21220,43281,15,95.13626667,2,6,1
TT-21265,43058,3,146.5,1,0,3
TT-21460,43452,14,383.2005714,8,6,8
TW-21025,43400,12,439.9021667,5,5,9
TZ-21580,43429,9,189.6984444,7,2,5
VB-21745,43410,10,200.5596,5,3,5
VD-21670,42883,16,402.640875,0,7,9
VF-21715,43451,11,77.08581818,8,4,1
VG-21790,43310,8,105.75125,2,2,2
VG-21805,42973,5,83.6864,0,0,1
VM-21685,43410,12,204.5721667,5,5,5
VM-21835,43347,8,47.58625,3,2,0
VP-21730,43434,5,198.7804,7,0,5
VP-21760,43389,14,240.0375714,5,6,6
VS-21820,43243,8,131.997625,2,2,3
VT-21700,42465,9,192.9551111,0,2,5
VW-21775,43436,18,340.7798889,7,8,8
WB-21850,43444,35,175.1345714,8,9,4
XP-21865,43421,28,84.80921429,6,9,1
YC-21895,43460,8,681.79375,9,2,9
YS-21880,43455,12,560.037,9,5,9
ZC-21910,43410,31,258.8937742,5,9,7
ZD-21925,43262,9,165.9937778,2,2,4
